NAMELSAD,STUSPS,event_index,ISSUE_TIME,START_TIME,END_TIME
Grant County,NM,0,202303311200,202303310100,202304031200
Miller County,MO,1,202303311200,202303310100,202304031200
Wilkes County,NC,0,202303311200,202303310100,202304031200
Juneau City and Borough,AK,0,202303311200,202303310100,202304031200
Platte County,MO,1,202303311200,202303310100,202304031200
Buchanan County,MO,1,202303311200,202303310100,202304031200
Limestone County,AL,0,202303311200,202303310100,202304031200
Henry County,IN,1,202303311200,202303310100,202304031200
Polk County,NE,1,202303311200,202303310100,202304031200
Ottawa County,OH,0,202303311200,202303310100,202304031200
Norman County,MN,0,202303311200,202303310100,202304031200
Shelby County,IA,1,202303311200,202303310100,202304031200
Carroll County,MD,2,202303311200,202303310100,202304031200
Benton County,IA,1,202303311200,202303310100,202304031200
Martin County,KY,0,202303311200,202303310100,202304031200
Chisago County,MN,1,202303311200,202303310100,202304031200
Owsley County,KY,0,202303311200,202303310100,202304031200
Bradford County,PA,3,202303311200,202303310100,202304031200
Hancock County,WV,3,202303311200,202303310100,202304031200
Cole County,MO,1,202303311200,202303310100,202304031200
Berrien County,MI,1,202303311200,202303310100,202304031200
Huntingdon County,PA,3,202303311200,202303310100,202304031200
Dawes County,NE,0,202303311200,202303310100,202304031200
Patrick County,VA,0,202303311200,202303310100,202304031200
Montmorency County,MI,1,202303311200,202303310100,202304031200
Oscoda County,MI,1,202303311200,202303310100,202304031200
Colfax County,NM,0,202303311200,202303310100,202304031200
St. Clair County,IL,1,202303311200,202303310100,202304031200
Washington County,IL,1,202303311200,202303310100,202304031200
Bedford County,PA,3,202303311200,202303310100,202304031200
Scott County,AR,2,202303311200,202303310100,202304031200
Labette County,KS,1,202303311200,202303310100,202304031200
Lawrence County,PA,3,202303311200,202303310100,202304031200
Harrison County,OH,2,202303311200,202303310100,202304031200
Alexander County,NC,0,202303311200,202303310100,202304031200
Cape May County,NJ,1,202303311200,202303310100,202304031200
Cheshire County,NH,2,202303311200,202303310100,202304031200
Marshall County,MN,0,202303311200,202303310100,202304031200
King William County,VA,1,202303311200,202303310100,202304031200
Huerfano County,CO,0,202303311200,202303310100,202304031200
Karnes County,TX,0,202303311200,202303310100,202304031200
Chester County,TN,1,202303311200,202303310100,202304031200
Scott County,IL,1,202303311200,202303310100,202304031200
Millard County,UT,0,202303311200,202303310100,202304031200
Morgan County,UT,0,202303311200,202303310100,202304031200
Kaufman County,TX,1,202303311200,202303310100,202304031200
Greenlee County,AZ,0,202303311200,202303310100,202304031200
Maricopa County,AZ,0,202303311200,202303310100,202304031200
Ogemaw County,MI,1,202303311200,202303310100,202304031200
Jackson County,TN,0,202303311200,202303310100,202304031200
Richland County,IL,1,202303311200,202303310100,202304031200
Blount County,AL,0,202303311200,202303310100,202304031200
Liberty County,MT,1,202303311200,202303310100,202304031200
Duval County,TX,0,202303311200,202303310100,202304031200
Ralls County,MO,1,202303311200,202303310100,202304031200
Johnson County,TX,1,202303311200,202303310100,202304031200
Clay County,GA,2,202303311200,202303310100,202304031200
Grant County,OR,1,202303311200,202303310100,202304031200
Coos County,OR,1,202303311200,202303310100,202304031200
Franklin County,TX,1,202303311200,202303310100,202304031200
Warren County,NY,3,202303311200,202303310100,202304031200
Madison County,VA,0,202303311200,202303310100,202304031200
Atoka County,OK,2,202303311200,202303310100,202304031200
Menard County,IL,1,202303311200,202303310100,202304031200
Bartow County,GA,0,202303311200,202303310100,202304031200
Lake County,FL,0,202303311200,202303310100,202304031200
Okmulgee County,OK,2,202303311200,202303310100,202304031200
Sheridan County,ND,0,202303311200,202303310100,202304031200
Fulton County,IN,1,202303311200,202303310100,202304031200
Johnson County,KS,1,202303311200,202303310100,202304031200
Calvert County,MD,1,202303311200,202303310100,202304031200
Washburn County,WI,1,202303311200,202303310100,202304031200
Jefferson County,WA,1,202303311200,202303310100,202304031200
Aguada Municipio,PR,0,202303311200,202303310100,202304031200
Winona County,MN,1,202303311200,202303310100,202304031200
Warren County,MS,1,202303311200,202303310100,202304031200
Andrew County,MO,1,202303311200,202303310100,202304031200
Montgomery County,MO,1,202303311200,202303310100,202304031200
Cherokee County,KS,2,202303311200,202303310100,202304031200
Halifax County,NC,2,202303311200,202303310100,202304031200
Sandoval County,NM,0,202303311200,202303310100,202304031200
Clay County,KY,0,202303311200,202303310100,202304031200
Clinton County,PA,3,202303311200,202303310100,202304031200
Linn County,OR,1,202303311200,202303310100,202304031200
Lafayette County,WI,1,202303311200,202303310100,202304031200
Washington County,OK,2,202303311200,202303310100,202304031200
Preston County,WV,2,202303311200,202303310100,202304031200
Rota Municipality,MP,0,202303311200,202303310100,202304031200
Waupaca County,WI,1,202303311200,202303310100,202304031200
Edwards County,TX,0,202303311200,202303310100,202304031200
Lake County,OR,1,202303311200,202303310100,202304031200
Ozark County,MO,1,202303311200,202303310100,202304031200
Waller County,TX,1,202303311200,202303310100,202304031200
Monroe County,AL,1,202303311200,202303310100,202304031200
Essex County,VT,1,202303311200,202303310100,202304031200
Lunenburg County,VA,1,202303311200,202303310100,202304031200
Traill County,ND,0,202303311200,202303310100,202304031200
Hall County,GA,0,202303311200,202303310100,202304031200
Treutlen County,GA,2,202303311200,202303310100,202304031200
Calhoun County,GA,2,202303311200,202303310100,202304031200
Vilas County,WI,1,202303311200,202303310100,202304031200
Beltrami County,MN,0,202303311200,202303310100,202304031200
Coamo Municipio,PR,0,202303311200,202303310100,202304031200
Guánica Municipio,PR,0,202303311200,202303310100,202304031200
Dorchester County,MD,1,202303311200,202303310100,202304031200
Columbia County,PA,3,202303311200,202303310100,202304031200
Clark County,OH,0,202303311200,202303310100,202304031200
Maverick County,TX,0,202303311200,202303310100,202304031200
Pima County,AZ,0,202303311200,202303310100,202304031200
Cibola County,NM,0,202303311200,202303310100,202304031200
Burlington County,NJ,2,202303311200,202303310100,202304031200
Rutland County,VT,2,202303311200,202303310100,202304031200
Early County,GA,2,202303311200,202303310100,202304031200
Dukes County,MA,2,202303311200,202303310100,202304031200
McHenry County,ND,0,202303311200,202303310100,202304031200
Wayne County,NE,2,202303311200,202303310100,202304031200
LaMoure County,ND,0,202303311200,202303310100,202304031200
Butte County,ID,0,202303311200,202303310100,202304031200
Coos County,NH,1,202303311200,202303310100,202304031200
Kidder County,ND,0,202303311200,202303310100,202304031200
Kleberg County,TX,0,202303311200,202303310100,202304031200
Porter County,IN,1,202303311200,202303310100,202304031200
Newton County,MS,1,202303311200,202303310100,202304031200
Sampson County,NC,2,202303311200,202303310100,202304031200
Moore County,TN,0,202303311200,202303310100,202304031200
Pinellas County,FL,0,202303311200,202303310100,202304031200
Barranquitas Municipio,PR,0,202303311200,202303310100,202304031200
Hamilton County,IL,1,202303311200,202303310100,202304031200
Perry County,AR,1,202303311200,202303310100,202304031200
Cheyenne County,KS,0,202303311200,202303310100,202304031200
Delta County,CO,1,202303311200,202303310100,202304031200
Wayne County,IA,1,202303311200,202303310100,202304031200
Gaines County,TX,0,202303311200,202303310100,202304031200
Marion County,AL,0,202303311200,202303310100,202304031200
Watauga County,NC,0,202303311200,202303310100,202304031200
Roanoke city,VA,0,202303311200,202303310100,202304031200
Martin County,TX,0,202303311200,202303310100,202304031200
Bowie County,TX,1,202303311200,202303310100,202304031200
Weber County,UT,0,202303311200,202303310100,202304031200
Marion County,MO,1,202303311200,202303310100,202304031200
Jefferson County,NY,2,202303311200,202303310100,202304031200
Jackson County,IA,1,202303311200,202303310100,202304031200
Nelson County,ND,0,202303311200,202303310100,202304031200
Clinton County,NY,1,202303311200,202303310100,202304031200
Garfield County,CO,1,202303311200,202303310100,202304031200
Ray County,MO,1,202303311200,202303310100,202304031200
Hocking County,OH,0,202303311200,202303310100,202304031200
Lowndes County,AL,1,202303311200,202303310100,202304031200
Candler County,GA,2,202303311200,202303310100,202304031200
Linn County,IA,1,202303311200,202303310100,202304031200
Trinity County,CA,1,202303311200,202303310100,202304031200
Muscogee County,GA,1,202303311200,202303310100,202304031200
Tallahatchie County,MS,1,202303311200,202303310100,202304031200
Atchison County,KS,1,202303311200,202303310100,202304031200
Lares Municipio,PR,0,202303311200,202303310100,202304031200
Andrews County,TX,0,202303311200,202303310100,202304031200
Miami County,OH,0,202303311200,202303310100,202304031200
Potter County,TX,0,202303311200,202303310100,202304031200
Seminole County,OK,2,202303311200,202303310100,202304031200
Aiken County,SC,2,202303311200,202303310100,202304031200
Manu'a District,AS,0,202303311200,202303310100,202304031200
Mendocino County,CA,1,202303311200,202303310100,202304031200
Chesapeake city,VA,2,202303311200,202303310100,202304031200
Tinian Municipality,MP,0,202303311200,202303310100,202304031200
Yauco Municipio,PR,0,202303311200,202303310100,202304031200
Sweetwater County,WY,0,202303311200,202303310100,202304031200
Garza County,TX,0,202303311200,202303310100,202304031200
Hardy County,WV,1,202303311200,202303310100,202304031200
Adjuntas Municipio,PR,0,202303311200,202303310100,202304031200
Ozaukee County,WI,1,202303311200,202303310100,202304031200
Sullivan County,TN,0,202303311200,202303310100,202304031200
Laurens County,SC,1,202303311200,202303310100,202304031200
Crook County,WY,0,202303311200,202303310100,202304031200
Sheboygan County,WI,1,202303311200,202303310100,202304031200
Hampden County,MA,2,202303311200,202303310100,202304031200
Caldwell County,TX,1,202303311200,202303310100,202304031200
Cloud County,KS,1,202303311200,202303310100,202304031200
Inyo County,CA,0,202303311200,202303310100,202304031200
Coosa County,AL,0,202303311200,202303310100,202304031200
Dickinson County,IA,2,202303311200,202303310100,202304031200
Harlan County,KY,0,202303311200,202303310100,202304031200
Geary County,KS,1,202303311200,202303310100,202304031200
Berks County,PA,2,202303311200,202303310100,202304031200
Carter County,TN,0,202303311200,202303310100,202304031200
Lyon County,MN,2,202303311200,202303310100,202304031200
Charlotte County,VA,0,202303311200,202303310100,202304031200
Washington County,TN,0,202303311200,202303310100,202304031200
Newberry County,SC,1,202303311200,202303310100,202304031200
Isle of Wight County,VA,2,202303311200,202303310100,202304031200
Wheeler County,OR,1,202303311200,202303310100,202304031200
Butler County,MO,1,202303311200,202303310100,202304031200
Iberville Parish,LA,1,202303311200,202303310100,202304031200
Sharkey County,MS,1,202303311200,202303310100,202304031200
Fauquier County,VA,1,202303311200,202303310100,202304031200
Radford city,VA,0,202303311200,202303310100,202304031200
Douglas County,NV,0,202303311200,202303310100,202304031200
Franklin County,FL,1,202303311200,202303310100,202304031200
Greene County,IN,1,202303311200,202303310100,202304031200
Rush County,IN,1,202303311200,202303310100,202304031200
Washington County,WI,1,202303311200,202303310100,202304031200
Laclede County,MO,1,202303311200,202303310100,202304031200
Mercer County,PA,3,202303311200,202303310100,202304031200
Craighead County,AR,1,202303311200,202303310100,202304031200
Saline County,MO,1,202303311200,202303310100,202304031200
White County,IL,1,202303311200,202303310100,202304031200
De Witt County,IL,1,202303311200,202303310100,202304031200
White Pine County,NV,0,202303311200,202303310100,202304031200
Goodhue County,MN,1,202303311200,202303310100,202304031200
Swain County,NC,0,202303311200,202303310100,202304031200
Pasco County,FL,0,202303311200,202303310100,202304031200
Sumter County,FL,0,202303311200,202303310100,202304031200
Nassau County,NY,2,202303311200,202303310100,202304031200
Steele County,ND,0,202303311200,202303310100,202304031200
Vanderburgh County,IN,1,202303311200,202303310100,202304031200
Franklin County,MO,1,202303311200,202303310100,202304031200
Avery County,NC,0,202303311200,202303310100,202304031200
Wood County,WV,0,202303311200,202303310100,202304031200
Bayfield County,WI,1,202303311200,202303310100,202304031200
Stewart County,TN,1,202303311200,202303310100,202304031200
Portage County,WI,1,202303311200,202303310100,202304031200
Lexington County,SC,2,202303311200,202303310100,202304031200
Anne Arundel County,MD,1,202303311200,202303310100,202304031200
Fond du Lac County,WI,1,202303311200,202303310100,202304031200
Webster County,WV,0,202303311200,202303310100,202304031200
Kewaunee County,WI,1,202303311200,202303310100,202304031200
Parmer County,TX,0,202303311200,202303310100,202304031200
Woods County,OK,1,202303311200,202303310100,202304031200
Elliott County,KY,0,202303311200,202303310100,202304031200
Berkshire County,MA,2,202303311200,202303310100,202304031200
Chariton County,MO,1,202303311200,202303310100,202304031200
Rio Blanco County,CO,1,202303311200,202303310100,202304031200
Morgan County,CO,0,202303311200,202303310100,202304031200
Malheur County,OR,1,202303311200,202303310100,202304031200
Middlesex County,NJ,2,202303311200,202303310100,202304031200
Russell County,KS,0,202303311200,202303310100,202304031200
Putnam County,IL,1,202303311200,202303310100,202304031200
Haakon County,SD,0,202303311200,202303310100,202304031200
Macon County,TN,0,202303311200,202303310100,202304031200
Cleburne County,AR,1,202303311200,202303310100,202304031200
Pike County,AL,1,202303311200,202303310100,202304031200
Adams County,ID,1,202303311200,202303310100,202304031200
Bristol County,MA,2,202303311200,202303310100,202304031200
Schuylkill County,PA,3,202303311200,202303310100,202304031200
Wells County,ND,0,202303311200,202303310100,202304031200
Cleveland County,NC,1,202303311200,202303310100,202304031200
Hot Spring County,AR,1,202303311200,202303310100,202304031200
Frederick County,MD,2,202303311200,202303310100,202304031200
Schuyler County,IL,1,202303311200,202303310100,202304031200
Mono County,CA,0,202303311200,202303310100,202304031200
Tuolumne County,CA,0,202303311200,202303310100,202304031200
Doña Ana County,NM,0,202303311200,202303310100,202304031200
Crisp County,GA,2,202303311200,202303310100,202304031200
Columbia County,AR,1,202303311200,202303310100,202304031200
Griggs County,ND,0,202303311200,202303310100,202304031200
Solano County,CA,0,202303311200,202303310100,202304031200
Clayton County,IA,1,202303311200,202303310100,202304031200
Titus County,TX,1,202303311200,202303310100,202304031200
Hampshire County,WV,2,202303311200,202303310100,202304031200
Moore County,NC,2,202303311200,202303310100,202304031200
Barton County,KS,0,202303311200,202303310100,202304031200
Slope County,ND,0,202303311200,202303310100,202304031200
Richland Parish,LA,1,202303311200,202303310100,202304031200
Garfield County,NE,2,202303311200,202303310100,202304031200
St. Martin Parish,LA,1,202303311200,202303310100,202304031200
Sumter County,AL,1,202303311200,202303310100,202304031200
Winston County,AL,0,202303311200,202303310100,202304031200
Seminole County,FL,0,202303311200,202303310100,202304031200
Forrest County,MS,1,202303311200,202303310100,202304031200
Ingham County,MI,1,202303311200,202303310100,202304031200
Shawnee County,KS,1,202303311200,202303310100,202304031200
Hanson County,SD,2,202303311200,202303310100,202304031200
Itasca County,MN,0,202303311200,202303310100,202304031200
Lincoln County,CO,0,202303311200,202303310100,202304031200
Madison County,NY,3,202303311200,202303310100,202304031200
Washington County,NY,2,202303311200,202303310100,202304031200
Johnson County,IN,1,202303311200,202303310100,202304031200
Terry County,TX,0,202303311200,202303310100,202304031200
Harding County,NM,0,202303311200,202303310100,202304031200
Talladega County,AL,0,202303311200,202303310100,202304031200
Langlade County,WI,1,202303311200,202303310100,202304031200
Foard County,TX,1,202303311200,202303310100,202304031200
Buena Vista County,IA,1,202303311200,202303310100,202304031200
Mills County,IA,1,202303311200,202303310100,202304031200
Real County,TX,0,202303311200,202303310100,202304031200
Delaware County,OH,0,202303311200,202303310100,202304031200
Forsyth County,NC,0,202303311200,202303310100,202304031200
Carson City,NV,0,202303311200,202303310100,202304031200
Dallas County,IA,1,202303311200,202303310100,202304031200
Carson County,TX,0,202303311200,202303310100,202304031200
Sumter County,GA,2,202303311200,202303310100,202304031200
Wayne County,MO,1,202303311200,202303310100,202304031200
Anderson County,SC,1,202303311200,202303310100,202304031200
Carbon County,WY,0,202303311200,202303310100,202304031200
Silver Bow County,MT,1,202303311200,202303310100,202304031200
Stephenson County,IL,1,202303311200,202303310100,202304031200
Lapeer County,MI,0,202303311200,202303310100,202304031200
Claiborne Parish,LA,1,202303311200,202303310100,202304031200
Yalobusha County,MS,1,202303311200,202303310100,202304031200
Maricao Municipio,PR,0,202303311200,202303310100,202304031200
Kalkaska County,MI,1,202303311200,202303310100,202304031200
Aguadilla Municipio,PR,0,202303311200,202303310100,202304031200
Evangeline Parish,LA,1,202303311200,202303310100,202304031200
Hardeman County,TN,1,202303311200,202303310100,202304031200
Cochise County,AZ,0,202303311200,202303310100,202304031200
Hidalgo County,NM,0,202303311200,202303310100,202304031200
Divide County,ND,0,202303311200,202303310100,202304031200
San Bernardino County,CA,1,202303311200,202303310100,202304031200
Montezuma County,CO,1,202303311200,202303310100,202304031200
Clarke County,MS,1,202303311200,202303310100,202304031200
Marion County,IA,1,202303311200,202303310100,202304031200
Douglas County,NE,1,202303311200,202303310100,202304031200
Fairfax city,VA,1,202303311200,202303310100,202304031200
Harmon County,OK,1,202303311200,202303310100,202304031200
Cedar County,MO,1,202303311200,202303310100,202304031200
Clarke County,GA,1,202303311200,202303310100,202304031200
Valley County,ID,1,202303311200,202303310100,202304031200
Knox County,TX,1,202303311200,202303310100,202304031200
Ouachita County,AR,1,202303311200,202303310100,202304031200
Darke County,OH,1,202303311200,202303310100,202304031200
Kay County,OK,1,202303311200,202303310100,202304031200
Dewey County,SD,0,202303311200,202303310100,202304031200
Tillamook County,OR,1,202303311200,202303310100,202304031200
Coweta County,GA,1,202303311200,202303310100,202304031200
Simpson County,MS,1,202303311200,202303310100,202304031200
Stone County,MS,1,202303311200,202303310100,202304031200
Contra Costa County,CA,0,202303311200,202303310100,202304031200
Carroll County,TN,1,202303311200,202303310100,202304031200
Henrico County,VA,1,202303311200,202303310100,202304031200
Owen County,IN,1,202303311200,202303310100,202304031200
Westchester County,NY,2,202303311200,202303310100,202304031200
Bollinger County,MO,1,202303311200,202303310100,202304031200
McDowell County,WV,0,202303311200,202303310100,202304031200
Harrison County,WV,1,202303311200,202303310100,202304031200
Granville County,NC,1,202303311200,202303310100,202304031200
Pierce County,NE,2,202303311200,202303310100,202304031200
Bleckley County,GA,2,202303311200,202303310100,202304031200
Burke County,GA,2,202303311200,202303310100,202304031200
Union County,IL,1,202303311200,202303310100,202304031200
Kankakee County,IL,1,202303311200,202303310100,202304031200
McIntosh County,ND,0,202303311200,202303310100,202304031200
Platte County,NE,2,202303311200,202303310100,202304031200
Warren County,NC,2,202303311200,202303310100,202304031200
Aibonito Municipio,PR,0,202303311200,202303310100,202304031200
Marion County,GA,2,202303311200,202303310100,202304031200
Clay County,SD,2,202303311200,202303310100,202304031200
Sussex County,DE,1,202303311200,202303310100,202304031200
Jasper County,GA,1,202303311200,202303310100,202304031200
Randolph County,MO,1,202303311200,202303310100,202304031200
Butler County,KS,1,202303311200,202303310100,202304031200
Hays County,TX,1,202303311200,202303310100,202304031200
Medina County,TX,0,202303311200,202303310100,202304031200
Mason County,MI,1,202303311200,202303310100,202304031200
Beaufort County,SC,2,202303311200,202303310100,202304031200
Yankton County,SD,2,202303311200,202303310100,202304031200
Rock County,WI,1,202303311200,202303310100,202304031200
Pickens County,SC,0,202303311200,202303310100,202304031200
Columbia County,WA,1,202303311200,202303310100,202304031200
Clinton County,IN,1,202303311200,202303310100,202304031200
Clinton County,IL,1,202303311200,202303310100,202304031200
Minidoka County,ID,0,202303311200,202303310100,202304031200
Sullivan County,PA,3,202303311200,202303310100,202304031200
Rankin County,MS,1,202303311200,202303310100,202304031200
Motley County,TX,1,202303311200,202303310100,202304031200
Lane County,OR,1,202303311200,202303310100,202304031200
Wichita County,TX,1,202303311200,202303310100,202304031200
Shiawassee County,MI,1,202303311200,202303310100,202304031200
Jewell County,KS,0,202303311200,202303310100,202304031200
Mitchell County,KS,0,202303311200,202303310100,202304031200
Bradford County,FL,1,202303311200,202303310100,202304031200
Marion County,MS,1,202303311200,202303310100,202304031200
George County,MS,1,202303311200,202303310100,202304031200
Jo Daviess County,IL,1,202303311200,202303310100,202304031200
Hancock County,IN,1,202303311200,202303310100,202304031200
Franklin city,VA,2,202303311200,202303310100,202304031200
Midland County,TX,0,202303311200,202303310100,202304031200
Scott County,KS,0,202303311200,202303310100,202304031200
Cascade County,MT,1,202303311200,202303310100,202304031200
Harrisonburg city,VA,0,202303311200,202303310100,202304031200
Williamson County,IL,1,202303311200,202303310100,202304031200
Flathead County,MT,1,202303311200,202303310100,202304031200
Peñuelas Municipio,PR,0,202303311200,202303310100,202304031200
Stevens County,KS,0,202303311200,202303310100,202304031200
Fayette County,KY,0,202303311200,202303310100,202304031200
Hancock County,KY,1,202303311200,202303310100,202304031200
Brown County,SD,0,202303311200,202303310100,202304031200
Barbour County,WV,1,202303311200,202303310100,202304031200
Wayne County,TN,0,202303311200,202303310100,202304031200
Box Butte County,NE,0,202303311200,202303310100,202304031200
Northumberland County,PA,3,202303311200,202303310100,202304031200
Victoria County,TX,0,202303311200,202303310100,202304031200
Buena Vista city,VA,0,202303311200,202303310100,202304031200
St. Clair County,MI,0,202303311200,202303310100,202304031200
Thurston County,NE,2,202303311200,202303310100,202304031200
Lamoille County,VT,1,202303311200,202303310100,202304031200
Franklin County,VA,0,202303311200,202303310100,202304031200
Blaine County,OK,1,202303311200,202303310100,202304031200
Kittitas County,WA,1,202303311200,202303310100,202304031200
Randolph County,IN,1,202303311200,202303310100,202304031200
Kane County,UT,1,202303311200,202303310100,202304031200
Tucker County,WV,1,202303311200,202303310100,202304031200
Ponce Municipio,PR,0,202303311200,202303310100,202304031200
Crawford County,WI,1,202303311200,202303310100,202304031200
Jackson County,AL,0,202303311200,202303310100,202304031200
Mahaska County,IA,1,202303311200,202303310100,202304031200
Douglas County,KS,1,202303311200,202303310100,202304031200
Daviess County,KY,1,202303311200,202303310100,202304031200
Powell County,KY,0,202303311200,202303310100,202304031200
Jasper County,MO,2,202303311200,202303310100,202304031200
Union County,OR,1,202303311200,202303310100,202304031200
Henry County,GA,1,202303311200,202303310100,202304031200
Adams County,ND,0,202303311200,202303310100,202304031200
Pamlico County,NC,2,202303311200,202303310100,202304031200
Graves County,KY,1,202303311200,202303310100,202304031200
Cambria County,PA,3,202303311200,202303310100,202304031200
McMinn County,TN,0,202303311200,202303310100,202304031200
Livingston County,MI,1,202303311200,202303310100,202304031200
Adams County,CO,0,202303311200,202303310100,202304031200
Lackawanna County,PA,3,202303311200,202303310100,202304031200
Pontotoc County,OK,2,202303311200,202303310100,202304031200
Creek County,OK,2,202303311200,202303310100,202304031200
Tyler County,TX,1,202303311200,202303310100,202304031200
Van Buren County,TN,0,202303311200,202303310100,202304031200
Pottawatomie County,OK,2,202303311200,202303310100,202304031200
Socorro County,NM,0,202303311200,202303310100,202304031200
Atkinson County,GA,2,202303311200,202303310100,202304031200
Duval County,FL,1,202303311200,202303310100,202304031200
Falls County,TX,1,202303311200,202303310100,202304031200
Yell County,AR,2,202303311200,202303310100,202304031200
Comanche County,KS,0,202303311200,202303310100,202304031200
Jessamine County,KY,0,202303311200,202303310100,202304031200
Monroe County,KY,0,202303311200,202303310100,202304031200
Kiowa County,OK,1,202303311200,202303310100,202304031200
Lake County,SD,2,202303311200,202303310100,202304031200
Caswell County,NC,1,202303311200,202303310100,202304031200
Presidio County,TX,0,202303311200,202303310100,202304031200
Greene County,OH,0,202303311200,202303310100,202304031200
Willacy County,TX,0,202303311200,202303310100,202304031200
Bayamón Municipio,PR,0,202303311200,202303310100,202304031200
Los Alamos County,NM,0,202303311200,202303310100,202304031200
Kenai Peninsula Borough,AK,0,202303311200,202303310100,202304031200
Baldwin County,AL,1,202303311200,202303310100,202304031200
Appanoose County,IA,1,202303311200,202303310100,202304031200
St. Croix Island,VI,0,202303311200,202303310100,202304031200
New Kent County,VA,1,202303311200,202303310100,202304031200
Talbot County,GA,1,202303311200,202303310100,202304031200
Lewis County,NY,2,202303311200,202303310100,202304031200
Clay County,WV,0,202303311200,202303310100,202304031200
Jefferson County,IN,1,202303311200,202303310100,202304031200
Bedford County,VA,0,202303311200,202303310100,202304031200
Mora County,NM,0,202303311200,202303310100,202304031200
Boone County,NE,2,202303311200,202303310100,202304031200
Oregon County,MO,1,202303311200,202303310100,202304031200
Houston County,TN,1,202303311200,202303310100,202304031200
Wyoming County,PA,3,202303311200,202303310100,202304031200
Lenoir County,NC,2,202303311200,202303310100,202304031200
Vigo County,IN,1,202303311200,202303310100,202304031200
Elkhart County,IN,1,202303311200,202303310100,202304031200
Grayson County,VA,0,202303311200,202303310100,202304031200
Lubbock County,TX,0,202303311200,202303310100,202304031200
Meeker County,MN,1,202303311200,202303310100,202304031200
Ashland County,OH,0,202303311200,202303310100,202304031200
Madison County,NE,2,202303311200,202303310100,202304031200
Martin County,FL,0,202303311200,202303310100,202304031200
Mineral County,CO,0,202303311200,202303310100,202304031200
Dawson County,GA,0,202303311200,202303310100,202304031200
Johnson County,GA,2,202303311200,202303310100,202304031200
Monroe County,AR,1,202303311200,202303310100,202304031200
Dallas County,MO,1,202303311200,202303310100,202304031200
Pittsylvania County,VA,0,202303311200,202303310100,202304031200
Denali Borough,AK,0,202303311200,202303310100,202304031200
Pawnee County,KS,0,202303311200,202303310100,202304031200
Wyandotte County,KS,1,202303311200,202303310100,202304031200
Dixie County,FL,1,202303311200,202303310100,202304031200
Tuscola County,MI,1,202303311200,202303310100,202304031200
Southeast Fairbanks Census Area,AK,0,202303311200,202303310100,202304031200
Graham County,KS,0,202303311200,202303310100,202304031200
St. Landry Parish,LA,1,202303311200,202303310100,202304031200
Giles County,TN,0,202303311200,202303310100,202304031200
Lucas County,OH,0,202303311200,202303310100,202304031200
Mississippi County,AR,1,202303311200,202303310100,202304031200
Rincón Municipio,PR,0,202303311200,202303310100,202304031200
Floyd County,IN,1,202303311200,202303310100,202304031200
Morton County,KS,0,202303311200,202303310100,202304031200
Grant County,KY,0,202303311200,202303310100,202304031200
Taylor County,KY,0,202303311200,202303310100,202304031200
Graham County,NC,0,202303311200,202303310100,202304031200
Logan County,WV,0,202303311200,202303310100,202304031200
Pleasants County,WV,1,202303311200,202303310100,202304031200
Giles County,VA,0,202303311200,202303310100,202304031200
Fayette County,WV,0,202303311200,202303310100,202304031200
Snohomish County,WA,1,202303311200,202303310100,202304031200
Eddy County,NM,0,202303311200,202303310100,202304031200
McPherson County,NE,1,202303311200,202303310100,202304031200
Red Willow County,NE,0,202303311200,202303310100,202304031200
Rock County,NE,2,202303311200,202303310100,202304031200
Humphreys County,TN,1,202303311200,202303310100,202304031200
Mason County,IL,1,202303311200,202303310100,202304031200
Wythe County,VA,0,202303311200,202303310100,202304031200
Washington County,GA,2,202303311200,202303310100,202304031200
Yakima County,WA,1,202303311200,202303310100,202304031200
Washington County,AR,2,202303311200,202303310100,202304031200
Henderson County,TX,1,202303311200,202303310100,202304031200
Eau Claire County,WI,1,202303311200,202303310100,202304031200
Sequatchie County,TN,0,202303311200,202303310100,202304031200
Walker County,TX,1,202303311200,202303310100,202304031200
Coconino County,AZ,1,202303311200,202303310100,202304031200
Sumner County,KS,1,202303311200,202303310100,202304031200
Oceana County,MI,1,202303311200,202303310100,202304031200
Kanabec County,MN,1,202303311200,202303310100,202304031200
Ashtabula County,OH,2,202303311200,202303310100,202304031200
Alpine County,CA,1,202303311200,202303310100,202304031200
Galveston County,TX,1,202303311200,202303310100,202304031200
Bullock County,AL,1,202303311200,202303310100,202304031200
Livingston County,IL,1,202303311200,202303310100,202304031200
Preble County,OH,1,202303311200,202303310100,202304031200
Jackson County,OH,0,202303311200,202303310100,202304031200
Harris County,TX,1,202303311200,202303310100,202304031200
Middlesex County,MA,2,202303311200,202303310100,202304031200
Vega Baja Municipio,PR,0,202303311200,202303310100,202304031200
Dawson County,TX,0,202303311200,202303310100,202304031200
Ontario County,NY,3,202303311200,202303310100,202304031200
Autauga County,AL,1,202303311200,202303310100,202304031200
Miami County,KS,1,202303311200,202303310100,202304031200
Dodge County,GA,2,202303311200,202303310100,202304031200
Cortland County,NY,3,202303311200,202303310100,202304031200
Camden County,GA,2,202303311200,202303310100,202304031200
Washtenaw County,MI,1,202303311200,202303310100,202304031200
LaGrange County,IN,1,202303311200,202303310100,202304031200
Pecos County,TX,0,202303311200,202303310100,202304031200
Peach County,GA,2,202303311200,202303310100,202304031200
White County,GA,0,202303311200,202303310100,202304031200
Jefferson County,GA,2,202303311200,202303310100,202304031200
