NAMELSAD,STUSPS,event_index,category,ISSUE_TIME,START_TIME,END_TIME
Hancock County,WV,4,ENH,202304011800,202304011630,202304041200
Cole County,MO,1,TSTM,202304011800,202304011630,202304041200
Berrien County,MI,1,TSTM,202304011800,202304011630,202304041200
Huntingdon County,PA,3,SLGT,202304011800,202304011630,202304041200
Dawes County,NE,0,N/S,202304011800,202304011630,202304041200
Patrick County,VA,0,N/S,202304011800,202304011630,202304041200
Montmorency County,MI,0,N/S,202304011800,202304011630,202304041200
Oscoda County,MI,0,N/S,202304011800,202304011630,202304041200
Colfax County,NM,0,N/S,202304011800,202304011630,202304041200
St. Clair County,IL,1,TSTM,202304011800,202304011630,202304041200
Washington County,IL,1,TSTM,202304011800,202304011630,202304041200
Bedford County,PA,3,SLGT,202304011800,202304011630,202304041200
Scott County,AR,1,TSTM,202304011800,202304011630,202304041200
Labette County,KS,2,MRGL,202304011800,202304011630,202304041200
Lawrence County,PA,4,ENH,202304011800,202304011630,202304041200
Harrison County,OH,3,SLGT,202304011800,202304011630,202304041200
Alexander County,NC,0,N/S,202304011800,202304011630,202304041200
Cape May County,NJ,3,SLGT,202304011800,202304011630,202304041200
Cheshire County,NH,2,MRGL,202304011800,202304011630,202304041200
Marshall County,MN,0,N/S,202304011800,202304011630,202304041200
King William County,VA,1,TSTM,202304011800,202304011630,202304041200
Huerfano County,CO,0,N/S,202304011800,202304011630,202304041200
Karnes County,TX,0,N/S,202304011800,202304011630,202304041200
Chester County,TN,1,TSTM,202304011800,202304011630,202304041200
Scott County,IL,1,TSTM,202304011800,202304011630,202304041200
Millard County,UT,0,N/S,202304011800,202304011630,202304041200
Morgan County,UT,0,N/S,202304011800,202304011630,202304041200
Kaufman County,TX,3,SLGT,202304011800,202304011630,202304041200
Greenlee County,AZ,0,N/S,202304011800,202304011630,202304041200
Maricopa County,AZ,0,N/S,202304011800,202304011630,202304041200
Ogemaw County,MI,0,N/S,202304011800,202304011630,202304041200
Jackson County,TN,1,TSTM,202304011800,202304011630,202304041200
Richland County,IL,1,TSTM,202304011800,202304011630,202304041200
Blount County,AL,1,TSTM,202304011800,202304011630,202304041200
Liberty County,MT,1,TSTM,202304011800,202304011630,202304041200
Duval County,TX,0,N/S,202304011800,202304011630,202304041200
Ralls County,MO,1,TSTM,202304011800,202304011630,202304041200
Johnson County,TX,3,SLGT,202304011800,202304011630,202304041200
Clay County,GA,3,SLGT,202304011800,202304011630,202304041200
Grant County,OR,1,TSTM,202304011800,202304011630,202304041200
Coos County,OR,1,TSTM,202304011800,202304011630,202304041200
Franklin County,TX,2,MRGL,202304011800,202304011630,202304041200
Warren County,NY,2,MRGL,202304011800,202304011630,202304041200
Madison County,VA,1,TSTM,202304011800,202304011630,202304041200
Atoka County,OK,2,MRGL,202304011800,202304011630,202304041200
Menard County,IL,1,TSTM,202304011800,202304011630,202304041200
Bartow County,GA,1,TSTM,202304011800,202304011630,202304041200
Lake County,FL,1,TSTM,202304011800,202304011630,202304041200
Okmulgee County,OK,2,MRGL,202304011800,202304011630,202304041200
Sheridan County,ND,0,N/S,202304011800,202304011630,202304041200
Fulton County,IN,1,TSTM,202304011800,202304011630,202304041200
Johnson County,KS,2,MRGL,202304011800,202304011630,202304041200
Calvert County,MD,2,MRGL,202304011800,202304011630,202304041200
Washburn County,WI,0,N/S,202304011800,202304011630,202304041200
Jefferson County,WA,1,TSTM,202304011800,202304011630,202304041200
Aguada Municipio,PR,0,N/S,202304011800,202304011630,202304041200
Winona County,MN,0,N/S,202304011800,202304011630,202304041200
Warren County,MS,1,TSTM,202304011800,202304011630,202304041200
Andrew County,MO,1,TSTM,202304011800,202304011630,202304041200
Montgomery County,MO,1,TSTM,202304011800,202304011630,202304041200
Cherokee County,KS,2,MRGL,202304011800,202304011630,202304041200
Halifax County,NC,1,TSTM,202304011800,202304011630,202304041200
Sandoval County,NM,0,N/S,202304011800,202304011630,202304041200
Clay County,KY,0,N/S,202304011800,202304011630,202304041200
Clinton County,PA,4,ENH,202304011800,202304011630,202304041200
Linn County,OR,1,TSTM,202304011800,202304011630,202304041200
Lafayette County,WI,1,TSTM,202304011800,202304011630,202304041200
Washington County,OK,2,MRGL,202304011800,202304011630,202304041200
Preston County,WV,2,MRGL,202304011800,202304011630,202304041200
Rota Municipality,MP,0,N/S,202304011800,202304011630,202304041200
Waupaca County,WI,0,N/S,202304011800,202304011630,202304041200
Edwards County,TX,1,TSTM,202304011800,202304011630,202304041200
Lake County,OR,1,TSTM,202304011800,202304011630,202304041200
Ozark County,MO,1,TSTM,202304011800,202304011630,202304041200
Waller County,TX,1,TSTM,202304011800,202304011630,202304041200
Monroe County,AL,1,TSTM,202304011800,202304011630,202304041200
Essex County,VT,1,TSTM,202304011800,202304011630,202304041200
Lunenburg County,VA,1,TSTM,202304011800,202304011630,202304041200
Traill County,ND,0,N/S,202304011800,202304011630,202304041200
Hall County,GA,0,N/S,202304011800,202304011630,202304041200
Treutlen County,GA,3,SLGT,202304011800,202304011630,202304041200
Calhoun County,GA,3,SLGT,202304011800,202304011630,202304041200
Vilas County,WI,0,N/S,202304011800,202304011630,202304041200
Beltrami County,MN,0,N/S,202304011800,202304011630,202304041200
Coamo Municipio,PR,0,N/S,202304011800,202304011630,202304041200
Guánica Municipio,PR,0,N/S,202304011800,202304011630,202304041200
Dorchester County,MD,3,SLGT,202304011800,202304011630,202304041200
Columbia County,PA,4,ENH,202304011800,202304011630,202304041200
Clark County,OH,1,TSTM,202304011800,202304011630,202304041200
Maverick County,TX,1,TSTM,202304011800,202304011630,202304041200
Pima County,AZ,0,N/S,202304011800,202304011630,202304041200
Cibola County,NM,0,N/S,202304011800,202304011630,202304041200
Burlington County,NJ,4,ENH,202304011800,202304011630,202304041200
Rutland County,VT,2,MRGL,202304011800,202304011630,202304041200
Early County,GA,3,SLGT,202304011800,202304011630,202304041200
Dukes County,MA,2,MRGL,202304011800,202304011630,202304041200
McHenry County,ND,0,N/S,202304011800,202304011630,202304041200
Wayne County,NE,0,N/S,202304011800,202304011630,202304041200
LaMoure County,ND,0,N/S,202304011800,202304011630,202304041200
Butte County,ID,1,TSTM,202304011800,202304011630,202304041200
Coos County,NH,1,TSTM,202304011800,202304011630,202304041200
Kidder County,ND,0,N/S,202304011800,202304011630,202304041200
Kleberg County,TX,0,N/S,202304011800,202304011630,202304041200
Porter County,IN,1,TSTM,202304011800,202304011630,202304041200
Newton County,MS,1,TSTM,202304011800,202304011630,202304041200
Sampson County,NC,2,MRGL,202304011800,202304011630,202304041200
Moore County,TN,1,TSTM,202304011800,202304011630,202304041200
Pinellas County,FL,1,TSTM,202304011800,202304011630,202304041200
Barranquitas Municipio,PR,0,N/S,202304011800,202304011630,202304041200
Hamilton County,IL,1,TSTM,202304011800,202304011630,202304041200
Perry County,AR,1,TSTM,202304011800,202304011630,202304041200
Cheyenne County,KS,0,N/S,202304011800,202304011630,202304041200
Delta County,CO,1,TSTM,202304011800,202304011630,202304041200
Wayne County,IA,1,TSTM,202304011800,202304011630,202304041200
Gaines County,TX,0,N/S,202304011800,202304011630,202304041200
Marion County,AL,1,TSTM,202304011800,202304011630,202304041200
Watauga County,NC,0,N/S,202304011800,202304011630,202304041200
Roanoke city,VA,0,N/S,202304011800,202304011630,202304041200
Martin County,TX,0,N/S,202304011800,202304011630,202304041200
Bowie County,TX,2,MRGL,202304011800,202304011630,202304041200
Weber County,UT,0,N/S,202304011800,202304011630,202304041200
Marion County,MO,1,TSTM,202304011800,202304011630,202304041200
Jefferson County,NY,2,MRGL,202304011800,202304011630,202304041200
Jackson County,IA,1,TSTM,202304011800,202304011630,202304041200
Nelson County,ND,0,N/S,202304011800,202304011630,202304041200
Clinton County,NY,1,TSTM,202304011800,202304011630,202304041200
Garfield County,CO,1,TSTM,202304011800,202304011630,202304041200
Ray County,MO,2,MRGL,202304011800,202304011630,202304041200
Hocking County,OH,1,TSTM,202304011800,202304011630,202304041200
Lowndes County,AL,1,TSTM,202304011800,202304011630,202304041200
Candler County,GA,3,SLGT,202304011800,202304011630,202304041200
Linn County,IA,1,TSTM,202304011800,202304011630,202304041200
Trinity County,CA,1,TSTM,202304011800,202304011630,202304041200
Muscogee County,GA,2,MRGL,202304011800,202304011630,202304041200
Tallahatchie County,MS,1,TSTM,202304011800,202304011630,202304041200
Atchison County,KS,2,MRGL,202304011800,202304011630,202304041200
Lares Municipio,PR,0,N/S,202304011800,202304011630,202304041200
Andrews County,TX,0,N/S,202304011800,202304011630,202304041200
Miami County,OH,1,TSTM,202304011800,202304011630,202304041200
Potter County,TX,0,N/S,202304011800,202304011630,202304041200
Seminole County,OK,2,MRGL,202304011800,202304011630,202304041200
Aiken County,SC,2,MRGL,202304011800,202304011630,202304041200
Manu'a District,AS,0,N/S,202304011800,202304011630,202304041200
Mendocino County,CA,1,TSTM,202304011800,202304011630,202304041200
Chesapeake city,VA,2,MRGL,202304011800,202304011630,202304041200
Tinian Municipality,MP,0,N/S,202304011800,202304011630,202304041200
Yauco Municipio,PR,0,N/S,202304011800,202304011630,202304041200
Sweetwater County,WY,0,N/S,202304011800,202304011630,202304041200
Garza County,TX,0,N/S,202304011800,202304011630,202304041200
Hardy County,WV,1,TSTM,202304011800,202304011630,202304041200
Adjuntas Municipio,PR,0,N/S,202304011800,202304011630,202304041200
Ozaukee County,WI,0,N/S,202304011800,202304011630,202304041200
Sullivan County,TN,0,N/S,202304011800,202304011630,202304041200
Laurens County,SC,1,TSTM,202304011800,202304011630,202304041200
Crook County,WY,0,N/S,202304011800,202304011630,202304041200
Sheboygan County,WI,0,N/S,202304011800,202304011630,202304041200
Hampden County,MA,3,SLGT,202304011800,202304011630,202304041200
Caldwell County,TX,1,TSTM,202304011800,202304011630,202304041200
Cloud County,KS,0,N/S,202304011800,202304011630,202304041200
Inyo County,CA,0,N/S,202304011800,202304011630,202304041200
Coosa County,AL,1,TSTM,202304011800,202304011630,202304041200
Dickinson County,IA,0,N/S,202304011800,202304011630,202304041200
Harlan County,KY,0,N/S,202304011800,202304011630,202304041200
Geary County,KS,2,MRGL,202304011800,202304011630,202304041200
Berks County,PA,4,ENH,202304011800,202304011630,202304041200
Carter County,TN,0,N/S,202304011800,202304011630,202304041200
Lyon County,MN,0,N/S,202304011800,202304011630,202304041200
Charlotte County,VA,1,TSTM,202304011800,202304011630,202304041200
Washington County,TN,0,N/S,202304011800,202304011630,202304041200
Newberry County,SC,2,MRGL,202304011800,202304011630,202304041200
Isle of Wight County,VA,2,MRGL,202304011800,202304011630,202304041200
Wheeler County,OR,1,TSTM,202304011800,202304011630,202304041200
Butler County,MO,1,TSTM,202304011800,202304011630,202304041200
Iberville Parish,LA,1,TSTM,202304011800,202304011630,202304041200
Sharkey County,MS,1,TSTM,202304011800,202304011630,202304041200
Fauquier County,VA,1,TSTM,202304011800,202304011630,202304041200
Radford city,VA,0,N/S,202304011800,202304011630,202304041200
Douglas County,NV,0,N/S,202304011800,202304011630,202304041200
Franklin County,FL,1,TSTM,202304011800,202304011630,202304041200
Greene County,IN,1,TSTM,202304011800,202304011630,202304041200
Rush County,IN,1,TSTM,202304011800,202304011630,202304041200
Washington County,WI,0,N/S,202304011800,202304011630,202304041200
Laclede County,MO,1,TSTM,202304011800,202304011630,202304041200
Mercer County,PA,4,ENH,202304011800,202304011630,202304041200
Craighead County,AR,1,TSTM,202304011800,202304011630,202304041200
Saline County,MO,1,TSTM,202304011800,202304011630,202304041200
White County,IL,1,TSTM,202304011800,202304011630,202304041200
De Witt County,IL,1,TSTM,202304011800,202304011630,202304041200
White Pine County,NV,0,N/S,202304011800,202304011630,202304041200
Goodhue County,MN,0,N/S,202304011800,202304011630,202304041200
Swain County,NC,0,N/S,202304011800,202304011630,202304041200
Pasco County,FL,1,TSTM,202304011800,202304011630,202304041200
Sumter County,FL,1,TSTM,202304011800,202304011630,202304041200
Nassau County,NY,3,SLGT,202304011800,202304011630,202304041200
Steele County,ND,0,N/S,202304011800,202304011630,202304041200
Vanderburgh County,IN,1,TSTM,202304011800,202304011630,202304041200
Franklin County,MO,1,TSTM,202304011800,202304011630,202304041200
Avery County,NC,0,N/S,202304011800,202304011630,202304041200
Wood County,WV,2,MRGL,202304011800,202304011630,202304041200
Bayfield County,WI,0,N/S,202304011800,202304011630,202304041200
Stewart County,TN,1,TSTM,202304011800,202304011630,202304041200
Portage County,WI,0,N/S,202304011800,202304011630,202304041200
Lexington County,SC,2,MRGL,202304011800,202304011630,202304041200
Anne Arundel County,MD,2,MRGL,202304011800,202304011630,202304041200
Fond du Lac County,WI,0,N/S,202304011800,202304011630,202304041200
Webster County,WV,1,TSTM,202304011800,202304011630,202304041200
Kewaunee County,WI,0,N/S,202304011800,202304011630,202304041200
Parmer County,TX,0,N/S,202304011800,202304011630,202304041200
Woods County,OK,1,TSTM,202304011800,202304011630,202304041200
Elliott County,KY,0,N/S,202304011800,202304011630,202304041200
Berkshire County,MA,3,SLGT,202304011800,202304011630,202304041200
Chariton County,MO,1,TSTM,202304011800,202304011630,202304041200
Rio Blanco County,CO,1,TSTM,202304011800,202304011630,202304041200
Morgan County,CO,0,N/S,202304011800,202304011630,202304041200
Malheur County,OR,1,TSTM,202304011800,202304011630,202304041200
Middlesex County,NJ,4,ENH,202304011800,202304011630,202304041200
Russell County,KS,0,N/S,202304011800,202304011630,202304041200
Putnam County,IL,1,TSTM,202304011800,202304011630,202304041200
Haakon County,SD,0,N/S,202304011800,202304011630,202304041200
Macon County,TN,1,TSTM,202304011800,202304011630,202304041200
Cleburne County,AR,1,TSTM,202304011800,202304011630,202304041200
Pike County,AL,2,MRGL,202304011800,202304011630,202304041200
Adams County,ID,1,TSTM,202304011800,202304011630,202304041200
Bristol County,MA,2,MRGL,202304011800,202304011630,202304041200
Schuylkill County,PA,4,ENH,202304011800,202304011630,202304041200
Wells County,ND,0,N/S,202304011800,202304011630,202304041200
Cleveland County,NC,0,N/S,202304011800,202304011630,202304041200
Hot Spring County,AR,1,TSTM,202304011800,202304011630,202304041200
Frederick County,MD,1,TSTM,202304011800,202304011630,202304041200
Schuyler County,IL,1,TSTM,202304011800,202304011630,202304041200
Mono County,CA,0,N/S,202304011800,202304011630,202304041200
Tuolumne County,CA,0,N/S,202304011800,202304011630,202304041200
Doña Ana County,NM,0,N/S,202304011800,202304011630,202304041200
Crisp County,GA,3,SLGT,202304011800,202304011630,202304041200
Columbia County,AR,1,TSTM,202304011800,202304011630,202304041200
Griggs County,ND,0,N/S,202304011800,202304011630,202304041200
Solano County,CA,0,N/S,202304011800,202304011630,202304041200
Clayton County,IA,1,TSTM,202304011800,202304011630,202304041200
Titus County,TX,2,MRGL,202304011800,202304011630,202304041200
Hampshire County,WV,1,TSTM,202304011800,202304011630,202304041200
Moore County,NC,1,TSTM,202304011800,202304011630,202304041200
Barton County,KS,0,N/S,202304011800,202304011630,202304041200
Slope County,ND,0,N/S,202304011800,202304011630,202304041200
Richland Parish,LA,1,TSTM,202304011800,202304011630,202304041200
Garfield County,NE,0,N/S,202304011800,202304011630,202304041200
St. Martin Parish,LA,1,TSTM,202304011800,202304011630,202304041200
Sumter County,AL,1,TSTM,202304011800,202304011630,202304041200
Winston County,AL,1,TSTM,202304011800,202304011630,202304041200
Seminole County,FL,1,TSTM,202304011800,202304011630,202304041200
Forrest County,MS,1,TSTM,202304011800,202304011630,202304041200
Ingham County,MI,1,TSTM,202304011800,202304011630,202304041200
Shawnee County,KS,2,MRGL,202304011800,202304011630,202304041200
Hanson County,SD,0,N/S,202304011800,202304011630,202304041200
Itasca County,MN,0,N/S,202304011800,202304011630,202304041200
Lincoln County,CO,0,N/S,202304011800,202304011630,202304041200
Madison County,NY,3,SLGT,202304011800,202304011630,202304041200
Washington County,NY,2,MRGL,202304011800,202304011630,202304041200
Johnson County,IN,1,TSTM,202304011800,202304011630,202304041200
Terry County,TX,0,N/S,202304011800,202304011630,202304041200
Harding County,NM,0,N/S,202304011800,202304011630,202304041200
Talladega County,AL,1,TSTM,202304011800,202304011630,202304041200
Langlade County,WI,0,N/S,202304011800,202304011630,202304041200
Foard County,TX,1,TSTM,202304011800,202304011630,202304041200
Buena Vista County,IA,1,TSTM,202304011800,202304011630,202304041200
Mills County,IA,1,TSTM,202304011800,202304011630,202304041200
Real County,TX,0,N/S,202304011800,202304011630,202304041200
Delaware County,OH,1,TSTM,202304011800,202304011630,202304041200
Forsyth County,NC,0,N/S,202304011800,202304011630,202304041200
Carson City,NV,0,N/S,202304011800,202304011630,202304041200
Dallas County,IA,1,TSTM,202304011800,202304011630,202304041200
Carson County,TX,0,N/S,202304011800,202304011630,202304041200
Sumter County,GA,3,SLGT,202304011800,202304011630,202304041200
Wayne County,MO,1,TSTM,202304011800,202304011630,202304041200
Anderson County,SC,1,TSTM,202304011800,202304011630,202304041200
Carbon County,WY,0,N/S,202304011800,202304011630,202304041200
Silver Bow County,MT,1,TSTM,202304011800,202304011630,202304041200
Stephenson County,IL,1,TSTM,202304011800,202304011630,202304041200
Lapeer County,MI,1,TSTM,202304011800,202304011630,202304041200
Claiborne Parish,LA,1,TSTM,202304011800,202304011630,202304041200
Yalobusha County,MS,1,TSTM,202304011800,202304011630,202304041200
Maricao Municipio,PR,0,N/S,202304011800,202304011630,202304041200
Kalkaska County,MI,0,N/S,202304011800,202304011630,202304041200
Aguadilla Municipio,PR,0,N/S,202304011800,202304011630,202304041200
Evangeline Parish,LA,1,TSTM,202304011800,202304011630,202304041200
Hardeman County,TN,1,TSTM,202304011800,202304011630,202304041200
Cochise County,AZ,0,N/S,202304011800,202304011630,202304041200
Hidalgo County,NM,0,N/S,202304011800,202304011630,202304041200
Divide County,ND,0,N/S,202304011800,202304011630,202304041200
San Bernardino County,CA,0,N/S,202304011800,202304011630,202304041200
Montezuma County,CO,1,TSTM,202304011800,202304011630,202304041200
Clarke County,MS,1,TSTM,202304011800,202304011630,202304041200
Marion County,IA,1,TSTM,202304011800,202304011630,202304041200
Douglas County,NE,1,TSTM,202304011800,202304011630,202304041200
Fairfax city,VA,1,TSTM,202304011800,202304011630,202304041200
Harmon County,OK,1,TSTM,202304011800,202304011630,202304041200
Cedar County,MO,2,MRGL,202304011800,202304011630,202304041200
Clarke County,GA,1,TSTM,202304011800,202304011630,202304041200
Valley County,ID,1,TSTM,202304011800,202304011630,202304041200
Knox County,TX,1,TSTM,202304011800,202304011630,202304041200
Ouachita County,AR,1,TSTM,202304011800,202304011630,202304041200
Darke County,OH,1,TSTM,202304011800,202304011630,202304041200
Kay County,OK,2,MRGL,202304011800,202304011630,202304041200
Dewey County,SD,0,N/S,202304011800,202304011630,202304041200
Tillamook County,OR,1,TSTM,202304011800,202304011630,202304041200
Coweta County,GA,1,TSTM,202304011800,202304011630,202304041200
Simpson County,MS,1,TSTM,202304011800,202304011630,202304041200
Stone County,MS,1,TSTM,202304011800,202304011630,202304041200
Contra Costa County,CA,0,N/S,202304011800,202304011630,202304041200
Carroll County,TN,1,TSTM,202304011800,202304011630,202304041200
Henrico County,VA,1,TSTM,202304011800,202304011630,202304041200
Owen County,IN,1,TSTM,202304011800,202304011630,202304041200
Westchester County,NY,3,SLGT,202304011800,202304011630,202304041200
Bollinger County,MO,1,TSTM,202304011800,202304011630,202304041200
McDowell County,WV,0,N/S,202304011800,202304011630,202304041200
Harrison County,WV,2,MRGL,202304011800,202304011630,202304041200
Granville County,NC,1,TSTM,202304011800,202304011630,202304041200
Pierce County,NE,0,N/S,202304011800,202304011630,202304041200
Bleckley County,GA,3,SLGT,202304011800,202304011630,202304041200
Burke County,GA,2,MRGL,202304011800,202304011630,202304041200
Union County,IL,1,TSTM,202304011800,202304011630,202304041200
Kankakee County,IL,1,TSTM,202304011800,202304011630,202304041200
McIntosh County,ND,0,N/S,202304011800,202304011630,202304041200
Platte County,NE,0,N/S,202304011800,202304011630,202304041200
Warren County,NC,1,TSTM,202304011800,202304011630,202304041200
Aibonito Municipio,PR,0,N/S,202304011800,202304011630,202304041200
Marion County,GA,2,MRGL,202304011800,202304011630,202304041200
Clay County,SD,0,N/S,202304011800,202304011630,202304041200
Sussex County,DE,3,SLGT,202304011800,202304011630,202304041200
Jasper County,GA,1,TSTM,202304011800,202304011630,202304041200
Randolph County,MO,1,TSTM,202304011800,202304011630,202304041200
Butler County,KS,2,MRGL,202304011800,202304011630,202304041200
Hays County,TX,1,TSTM,202304011800,202304011630,202304041200
Medina County,TX,0,N/S,202304011800,202304011630,202304041200
Mason County,MI,0,N/S,202304011800,202304011630,202304041200
Beaufort County,SC,3,SLGT,202304011800,202304011630,202304041200
Yankton County,SD,0,N/S,202304011800,202304011630,202304041200
Rock County,WI,1,TSTM,202304011800,202304011630,202304041200
Pickens County,SC,0,N/S,202304011800,202304011630,202304041200
Columbia County,WA,1,TSTM,202304011800,202304011630,202304041200
Clinton County,IN,1,TSTM,202304011800,202304011630,202304041200
Clinton County,IL,1,TSTM,202304011800,202304011630,202304041200
Minidoka County,ID,1,TSTM,202304011800,202304011630,202304041200
Sullivan County,PA,4,ENH,202304011800,202304011630,202304041200
Rankin County,MS,1,TSTM,202304011800,202304011630,202304041200
Motley County,TX,0,N/S,202304011800,202304011630,202304041200
Lane County,OR,1,TSTM,202304011800,202304011630,202304041200
Wichita County,TX,2,MRGL,202304011800,202304011630,202304041200
Shiawassee County,MI,1,TSTM,202304011800,202304011630,202304041200
Jewell County,KS,0,N/S,202304011800,202304011630,202304041200
Mitchell County,KS,0,N/S,202304011800,202304011630,202304041200
Bradford County,FL,1,TSTM,202304011800,202304011630,202304041200
Marion County,MS,1,TSTM,202304011800,202304011630,202304041200
George County,MS,1,TSTM,202304011800,202304011630,202304041200
Jo Daviess County,IL,1,TSTM,202304011800,202304011630,202304041200
Hancock County,IN,1,TSTM,202304011800,202304011630,202304041200
Franklin city,VA,2,MRGL,202304011800,202304011630,202304041200
Midland County,TX,0,N/S,202304011800,202304011630,202304041200
Scott County,KS,0,N/S,202304011800,202304011630,202304041200
Cascade County,MT,1,TSTM,202304011800,202304011630,202304041200
Harrisonburg city,VA,1,TSTM,202304011800,202304011630,202304041200
Williamson County,IL,1,TSTM,202304011800,202304011630,202304041200
Flathead County,MT,1,TSTM,202304011800,202304011630,202304041200
Peñuelas Municipio,PR,0,N/S,202304011800,202304011630,202304041200
Stevens County,KS,0,N/S,202304011800,202304011630,202304041200
Fayette County,KY,0,N/S,202304011800,202304011630,202304041200
Hancock County,KY,1,TSTM,202304011800,202304011630,202304041200
Brown County,SD,0,N/S,202304011800,202304011630,202304041200
Barbour County,WV,2,MRGL,202304011800,202304011630,202304041200
Wayne County,TN,1,TSTM,202304011800,202304011630,202304041200
Box Butte County,NE,0,N/S,202304011800,202304011630,202304041200
Northumberland County,PA,4,ENH,202304011800,202304011630,202304041200
Victoria County,TX,0,N/S,202304011800,202304011630,202304041200
Buena Vista city,VA,1,TSTM,202304011800,202304011630,202304041200
St. Clair County,MI,1,TSTM,202304011800,202304011630,202304041200
Thurston County,NE,1,TSTM,202304011800,202304011630,202304041200
Lamoille County,VT,1,TSTM,202304011800,202304011630,202304041200
Franklin County,VA,0,N/S,202304011800,202304011630,202304041200
Blaine County,OK,1,TSTM,202304011800,202304011630,202304041200
Kittitas County,WA,1,TSTM,202304011800,202304011630,202304041200
Randolph County,IN,1,TSTM,202304011800,202304011630,202304041200
Kane County,UT,1,TSTM,202304011800,202304011630,202304041200
Tucker County,WV,2,MRGL,202304011800,202304011630,202304041200
Ponce Municipio,PR,0,N/S,202304011800,202304011630,202304041200
Crawford County,WI,0,N/S,202304011800,202304011630,202304041200
Jackson County,AL,1,TSTM,202304011800,202304011630,202304041200
Mahaska County,IA,1,TSTM,202304011800,202304011630,202304041200
Douglas County,KS,2,MRGL,202304011800,202304011630,202304041200
Daviess County,KY,1,TSTM,202304011800,202304011630,202304041200
Powell County,KY,0,N/S,202304011800,202304011630,202304041200
Jasper County,MO,2,MRGL,202304011800,202304011630,202304041200
Union County,OR,1,TSTM,202304011800,202304011630,202304041200
Henry County,GA,1,TSTM,202304011800,202304011630,202304041200
Adams County,ND,0,N/S,202304011800,202304011630,202304041200
Pamlico County,NC,2,MRGL,202304011800,202304011630,202304041200
Graves County,KY,1,TSTM,202304011800,202304011630,202304041200
Cambria County,PA,4,ENH,202304011800,202304011630,202304041200
McMinn County,TN,0,N/S,202304011800,202304011630,202304041200
Livingston County,MI,1,TSTM,202304011800,202304011630,202304041200
Adams County,CO,0,N/S,202304011800,202304011630,202304041200
Lackawanna County,PA,4,ENH,202304011800,202304011630,202304041200
Pontotoc County,OK,2,MRGL,202304011800,202304011630,202304041200
Creek County,OK,2,MRGL,202304011800,202304011630,202304041200
Tyler County,TX,1,TSTM,202304011800,202304011630,202304041200
Van Buren County,TN,1,TSTM,202304011800,202304011630,202304041200
Pottawatomie County,OK,2,MRGL,202304011800,202304011630,202304041200
Socorro County,NM,0,N/S,202304011800,202304011630,202304041200
Atkinson County,GA,3,SLGT,202304011800,202304011630,202304041200
Duval County,FL,2,MRGL,202304011800,202304011630,202304041200
Falls County,TX,2,MRGL,202304011800,202304011630,202304041200
Yell County,AR,1,TSTM,202304011800,202304011630,202304041200
Comanche County,KS,0,N/S,202304011800,202304011630,202304041200
Jessamine County,KY,0,N/S,202304011800,202304011630,202304041200
Monroe County,KY,1,TSTM,202304011800,202304011630,202304041200
Kiowa County,OK,2,MRGL,202304011800,202304011630,202304041200
Lake County,SD,0,N/S,202304011800,202304011630,202304041200
Caswell County,NC,1,TSTM,202304011800,202304011630,202304041200
Presidio County,TX,0,N/S,202304011800,202304011630,202304041200
Greene County,OH,1,TSTM,202304011800,202304011630,202304041200
Willacy County,TX,0,N/S,202304011800,202304011630,202304041200
Bayamón Municipio,PR,0,N/S,202304011800,202304011630,202304041200
Los Alamos County,NM,0,N/S,202304011800,202304011630,202304041200
Kenai Peninsula Borough,AK,0,N/S,202304011800,202304011630,202304041200
Baldwin County,AL,2,MRGL,202304011800,202304011630,202304041200
Appanoose County,IA,1,TSTM,202304011800,202304011630,202304041200
St. Croix Island,VI,0,N/S,202304011800,202304011630,202304041200
New Kent County,VA,1,TSTM,202304011800,202304011630,202304041200
Talbot County,GA,2,MRGL,202304011800,202304011630,202304041200
Lewis County,NY,2,MRGL,202304011800,202304011630,202304041200
Clay County,WV,1,TSTM,202304011800,202304011630,202304041200
Jefferson County,IN,1,TSTM,202304011800,202304011630,202304041200
Bedford County,VA,1,TSTM,202304011800,202304011630,202304041200
Mora County,NM,0,N/S,202304011800,202304011630,202304041200
Boone County,NE,0,N/S,202304011800,202304011630,202304041200
Oregon County,MO,1,TSTM,202304011800,202304011630,202304041200
Houston County,TN,1,TSTM,202304011800,202304011630,202304041200
Wyoming County,PA,4,ENH,202304011800,202304011630,202304041200
Lenoir County,NC,2,MRGL,202304011800,202304011630,202304041200
Vigo County,IN,1,TSTM,202304011800,202304011630,202304041200
Elkhart County,IN,1,TSTM,202304011800,202304011630,202304041200
Grayson County,VA,0,N/S,202304011800,202304011630,202304041200
Lubbock County,TX,0,N/S,202304011800,202304011630,202304041200
Meeker County,MN,0,N/S,202304011800,202304011630,202304041200
Ashland County,OH,2,MRGL,202304011800,202304011630,202304041200
Madison County,NE,0,N/S,202304011800,202304011630,202304041200
Martin County,FL,1,TSTM,202304011800,202304011630,202304041200
Mineral County,CO,1,TSTM,202304011800,202304011630,202304041200
Dawson County,GA,0,N/S,202304011800,202304011630,202304041200
Johnson County,GA,3,SLGT,202304011800,202304011630,202304041200
Monroe County,AR,1,TSTM,202304011800,202304011630,202304041200
Dallas County,MO,1,TSTM,202304011800,202304011630,202304041200
Pittsylvania County,VA,1,TSTM,202304011800,202304011630,202304041200
Denali Borough,AK,0,N/S,202304011800,202304011630,202304041200
